# CNF.dat	
#	X	Y	Error  
5	64.778512	13.45315479
7	203.31133	98.35107729
10	1757.741573	624.9797811
13	63540.33612	44710.52854
15	85453.63685	84396.25473
17	1292721.053	1032348.247



